ts,tool_id,tool_name,user,action
2025-11-10T17:30:42,00995688-6d0d-4874-a423-cfc96a6e2540,M18 Sawzall,Mason,check_out
2025-11-10T17:30:56,00995688-6d0d-4874-a423-cfc96a6e2540,M18 Sawzall,Mason,check_in
